,datetime,name,tempmax,tempmin,temp温度,feelslikemax,feelslikemin,feelslike（体感温度）,dew,"humidity
（湿度）","precip
（降水）","precipprob 
（降水概率）","precipcover
（降水覆盖范围）","preciptype
（降水类型）",snow,snowdepth,"windgust
（阵风）","windspeed
（风速）","winddir
（风向）","sealevelpressure
（海平面气压）","cloudcover
（云量）","visibility
（能见度）","solar radiation
（太阳辐射）","solar energy
（太阳辐射能）","uvindex
（紫外线）","severerisk
（严重风险）","sunrise
（日出时间）","sunset
（日落时间）","moon phase
（月相）","conditions
（气象条件）","description
（描述）","icon
（气象图标）","stations
（气象观测站位置）"
505,2014/5/20,Beijing,32,18,25,30.1,18,24.4,10.7,45.4,0,0,0,,,,,19.7,67.7,1003.9,0,14.1,337.2,29.1,10,,2014-05-20T04:55:39,2014-05-20T19:26:47,0.69,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
506,2014/5/21,Beijing,31.1,17,24.2,30.7,17,24.1,13.5,53,0,0,0,,,,,18.2,125.9,1005.3,9.6,6.2,288.1,24.9,9,,2014-05-21T04:54:52,2014-05-21T19:27:40,0.75,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
507,2014/5/22,Beijing,35,19.5,27,33.1,19.5,26.5,13.7,49.5,0,0,0,,,,,28.8,187.3,1006.1,15.3,5.4,320.5,27.5,9,,2014-05-22T04:54:07,2014-05-22T19:28:33,0.76,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
508,2014/5/23,Beijing,34,22,28.1,32.7,22,27.6,13,41.3,0,0,0,,,,,25.2,186.9,1009.6,64.3,8.6,246.4,21.3,9,,2014-05-23T04:53:24,2014-05-23T19:29:24,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
509,2014/5/24,Beijing,26,19,20.9,26,19,20.9,17.5,82.4,3.6,100,8.33,rain,,,,14.4,112.6,1007.9,78.4,4.3,210.2,18,7,,2014-05-24T04:52:42,2014-05-24T19:30:16,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
510,2014/5/25,Beijing,28.3,17,23.1,26.8,17,22.6,7.7,49.1,4.5,100,4.17,rain,,,72,54,298.5,1006.4,24.5,8.1,280.9,24.3,10,,2014-05-25T04:52:03,2014-05-25T19:31:06,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
511,2014/5/26,Beijing,35,12,26.3,32.4,12,24.9,4,30.5,0,0,0,,,,43.2,32.4,227.3,999.4,36.3,19.9,311.3,26.9,9,,2014-05-26T04:51:25,2014-05-26T19:31:55,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
512,2014/5/27,Beijing,32,18,26.8,29.8,18,25.8,4.4,26.3,0,0,0,,,,82.8,54,317.3,995.9,7.1,13.9,351.6,30.5,10,,2014-05-27T04:50:48,2014-05-27T19:32:44,0.94,Clear,Clear conditions throughout the day.,overcast,"ZBAA,54511099999"
513,2014/5/28,Beijing,37,15,28.2,34.5,15,27,6.8,30,0,0,0,,,,50.4,32.4,204.8,1000.4,18.8,19.4,349.4,30.1,10,,2014-05-28T04:50:14,2014-05-28T19:33:32,0.98,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
514,2014/5/29,Beijing,42,19.8,30.4,39,19.8,29.3,10.1,33.6,0,0,0,,,,,21.6,13.5,997.7,27.9,15.4,338.6,29.2,10,,2014-05-29T04:49:42,2014-05-29T19:34:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
515,2014/5/30,Beijing,34.7,22,28.8,34.1,22,28.4,13.1,38.8,0,0,0,,,,,21.6,117.5,1005.5,37,9.1,300.6,26,9,,2014-05-30T04:49:11,2014-05-30T19:35:04,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
516,2014/5/31,Beijing,34,21,27.1,34.1,21,27.1,15.2,50.2,0,0,0,,,,75.6,50.4,156.1,1007,35.3,7.3,198.5,17.3,7,,2014-05-31T04:48:43,2014-05-31T19:35:49,0.08,Partially cloudy,Partly cloudy throughout the day.,overcast,"ZBAA,54511099999"
517,2014/6/1,Beijing,31,19,24,30.2,19,24,16.3,64.6,9.1,100,12.5,rain,,,75.6,21.6,359.8,1008.3,48.2,10.9,254.5,22,7,,2014-06-01T04:48:16,2014-06-01T19:36:33,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
518,2014/6/2,Beijing,26,19,22.4,26,19,22.4,12.5,54.5,0,0,0,,,,,14.4,27.7,1011.3,14,23.9,329.6,28.5,9,,2014-06-02T04:47:51,2014-06-02T19:37:15,0.14,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
519,2014/6/3,Beijing,32,16.8,25.4,30.8,16.8,25,12.7,48.1,0,0,0,,,,,18,103.1,1007.6,29.2,17.5,327.4,28.2,9,,2014-06-03T04:47:28,2014-06-03T19:37:56,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
520,2014/6/4,Beijing,31,19.6,25.7,30.1,19.6,25.5,14.4,51.8,0,0,0,,,,,18,196.9,1006.1,36.3,9.8,252.7,21.9,8,,2014-06-04T04:47:07,2014-06-04T19:38:37,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
521,2014/6/5,Beijing,34,20.5,28,33,20.5,27.7,15.1,48.3,0,0,0,,,,,14.4,195.8,1004.2,21.2,10.5,275.2,23.7,9,,2014-06-05T04:46:48,2014-06-05T19:39:15,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
522,2014/6/6,Beijing,27,16,21.3,27.8,16,21.4,16.6,75.2,7,100,8.33,rain,,,61.2,39.6,26.2,1004.4,31.3,10.7,187.8,16.2,8,,2014-06-06T04:46:31,2014-06-06T19:39:53,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,precipitation,"ZBAA,54511099999"
523,2014/6/7,Beijing,30,14.7,22.6,28.5,14.7,22.3,10.8,52.1,0,0,0,,,,36,25.2,4.8,1003.9,3.9,24,354.4,30.7,10,,2014-06-07T04:46:15,2014-06-07T19:40:29,0.3,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
524,2014/6/8,Beijing,30.3,17,21.2,29.1,17,21.1,13.6,64.2,0.3,100,4.17,rain,,,,18,42.3,1002,44.8,13.1,282.9,24.4,9,,2014-06-08T04:46:02,2014-06-08T19:41:04,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
525,2014/6/9,Beijing,30,15,22.3,28.5,15,22.1,12.5,58.5,0,0,0,,,,,18,40.4,1004.5,27.9,13.5,328.4,28.3,9,,2014-06-09T04:45:51,2014-06-09T19:41:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
526,2014/6/10,Beijing,26,18,21.2,26,18,21.2,15.7,71.7,12.1,100,8.33,rain,,,,14.4,112.5,1008.6,24.5,5.7,287.5,24.7,8,,2014-06-10T04:45:41,2014-06-10T19:42:10,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
527,2014/6/11,Beijing,30,17,24.3,29,17,24,13.9,56.3,0,0,0,,,,32.4,18,39.9,1009.6,12.2,15.7,317.2,27.3,9,,2014-06-11T04:45:34,2014-06-11T19:42:40,0.43,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
528,2014/6/12,Beijing,36,19,27.8,34.8,19,27.3,14,47.1,0,0,0,,,,25.2,14.4,50.8,1005.9,34.3,21.1,317.6,27.4,10,,2014-06-12T04:45:28,2014-06-12T19:43:09,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
529,2014/6/13,Beijing,32,19,25.1,32,19,25.2,17.1,63.9,12,100,4.17,rain,,,82.8,31.6,108.8,1007.1,53.8,13.9,223.9,19.3,8,,2014-06-13T04:45:24,2014-06-13T19:43:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
530,2014/6/14,Beijing,32,18,25.4,32.4,18,25.7,17.5,64.6,0,0,0,,,,,10.8,102.9,1006.3,53.4,13.2,294.6,25.3,9,,2014-06-14T04:45:22,2014-06-14T19:44:03,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
531,2014/6/15,Beijing,32,21,26.6,32.9,21,27,18.3,62.4,2,100,4.17,rain,,,,24.1,96.6,1004.1,22.9,6.2,190.9,16.5,6,,2014-06-15T04:45:22,2014-06-15T19:44:27,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,precipitation,"ZBAA,54511099999"
532,2014/6/16,Beijing,29.8,21,25.2,31.4,21,25.7,19.7,72.8,2,100,4.17,rain,,,,14.4,170.5,1002.1,9,4.3,191.8,16.5,6,,2014-06-16T04:45:24,2014-06-16T19:44:49,0.61,Rain,Clear conditions throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
533,2014/6/17,Beijing,27,18.9,22,28.5,18.9,22.1,18.4,80.8,35.1,100,8.33,rain,,,50.4,18.3,146.5,1002.2,28.4,6,139.8,12.1,5,,2014-06-17T04:45:28,2014-06-17T19:45:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
534,2014/6/18,Beijing,31,18,24.5,31,18,24.6,17.3,67.3,0,0,0,,,,,18,206.5,1002.6,33,8.4,252.7,21.7,9,,2014-06-18T04:45:34,2014-06-18T19:45:29,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
535,2014/6/19,Beijing,27,20,23.7,27.9,20,23.7,18.7,74.3,0,0,0,,,,,18,135.4,1004.4,13.3,4.5,97.9,8.5,3,,2014-06-19T04:45:41,2014-06-19T19:45:47,0.71,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
536,2014/6/20,Beijing,28,18.8,22.9,28.3,18.8,23,17.4,73.1,7.5,100,8.33,rain,,,,18,102.5,1007,63.1,9.2,316.5,27.2,9,,2014-06-20T04:45:51,2014-06-20T19:46:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
537,2014/6/21,Beijing,28,19,22.7,28.3,19,22.8,16.9,72,3.1,100,8.33,rain,,,,32.4,206.8,1008.5,26.9,7.3,278.4,24.1,9,,2014-06-21T04:46:02,2014-06-21T19:46:16,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,precipitation,"ZBAA,54511099999"
538,2014/6/22,Beijing,29,18,22.5,28.8,18,22.6,16.9,72.7,1,100,4.17,rain,,,,18,9.7,1008.7,30.7,9.4,245,21.2,7,,2014-06-22T04:46:15,2014-06-22T19:46:29,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
539,2014/6/23,Beijing,31,17.9,25.2,30.6,17.9,25,15,56.9,0,0,0,,,,,18,343.7,1007.6,37.2,21.1,335.1,29,10,,2014-06-23T04:46:29,2014-06-23T19:46:39,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
540,2014/6/24,Beijing,31,20,26.4,31.4,20,26.6,16.7,57.2,0,0,0,,,,,14.4,162.5,1004.2,92.5,15.3,255.1,22.1,8,,2014-06-24T04:46:46,2014-06-24T19:46:47,0.89,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
541,2014/6/25,Beijing,27,22.9,24.7,28.2,22.9,24.8,18.7,69.8,2.1,100,8.33,rain,,,,21.6,165.8,1003.1,43.9,5.5,66.7,5.5,2,,2014-06-25T04:47:04,2014-06-25T19:46:54,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
542,2014/6/26,Beijing,33,22.7,26.9,35.3,22.7,27.8,20.4,69.7,0,0,0,,,,,14.4,152.3,1002.8,17.6,5.1,291.1,25.1,9,,2014-06-26T04:47:24,2014-06-26T19:46:58,0.96,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
543,2014/6/27,Beijing,34,22,28.6,32.5,22,27.8,13.1,42,0,0,0,,,,36,21.3,15.8,1006.1,21.1,25.4,353.9,30.7,10,,2014-06-27T04:47:45,2014-06-27T19:47:01,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
544,2014/6/28,Beijing,38,18,29.4,36.6,18,28.7,12.9,39.8,0,0,0,,,,,18,13.7,1005.2,19.8,17.2,353.4,30.5,10,,2014-06-28T04:48:08,2014-06-28T19:47:02,0.03,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
545,2014/6/29,Beijing,35,21,28.7,34.7,21,28.7,16,48.6,0,0,0,,,,,14.4,151,1005.7,89.4,14.3,193.2,16.8,7,,2014-06-29T04:48:32,2014-06-29T19:47:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
546,2014/6/30,Beijing,35,23,29.5,35.7,23,29.6,16.6,48.4,0,0,0,,,,,18,168.7,1005.5,57.9,10.5,291.6,25.3,8,,2014-06-30T04:48:58,2014-06-30T19:46:57,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
547,2014/7/1,Beijing,31.1,21,27.9,33.7,21,29,18.8,58.9,0,0,0,,,,,21.6,139.9,1004.3,31.8,5.7,134.5,11.5,5,,2014-07-01T04:49:26,2014-07-01T19:46:52,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
548,2014/7/2,Beijing,26.3,21,23.1,26.3,21,23.1,20.6,86.2,47.9,100,12.5,rain,,,,7.4,126.8,1003.1,76.3,5,152.1,13.1,5,,2014-07-02T04:49:55,2014-07-02T19:46:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
549,2014/7/3,Beijing,30,22.8,25.8,33.3,22.8,27,21.9,79.9,0,0,0,,,,,14.4,150.6,1001,11,2.4,236.1,20.5,7,,2014-07-03T04:50:25,2014-07-03T19:46:36,0.19,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
550,2014/7/4,Beijing,33,24,27.5,38.1,24,29.4,22.6,76.2,0,0,0,,,,,18,115.5,1004.3,9.2,2.8,157.3,13.6,5,,2014-07-04T04:50:57,2014-07-04T19:46:25,0.23,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
551,2014/7/5,Beijing,31,22.8,26.9,34.5,22.8,28.4,21.7,74.2,0,0,0,,,,,14.4,149.7,1006.6,9,3.8,255.7,21.9,7,,2014-07-05T04:51:30,2014-07-05T19:46:12,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
552,2014/7/6,Beijing,30.8,24,27.4,35.1,24,29.5,22.8,76.9,0,0,0,,,,,14.4,128,1004.9,9,2.5,236.1,20.3,7,,2014-07-06T04:52:05,2014-07-06T19:45:57,0.29,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
553,2014/7/7,Beijing,31.1,23.9,27.7,35.7,23.9,29.8,22.1,72.4,0.4,100,4.17,rain,,,,18,139.5,1002.9,9.4,4.3,161.6,13.9,7,,2014-07-07T04:52:41,2014-07-07T19:45:40,0.32,Rain,Clear conditions throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
554,2014/7/8,Beijing,34,24,28.4,34.6,24,28.7,18.5,58.5,0,0,0,,,,,21.6,14.8,1001.9,53.9,11.1,233.9,20.2,9,,2014-07-08T04:53:18,2014-07-08T19:45:21,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
555,2014/7/9,Beijing,31.5,22,27.3,30.2,22,27,15.1,50.1,0,0,0,,,,,18,0.9,1003.9,74.3,25.6,240.9,20.8,8,,2014-07-09T04:53:56,2014-07-09T19:45:00,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
556,2014/7/10,Beijing,38,21.9,29.9,36.6,21.9,29.3,15,45.7,0,0,0,,,,,21.6,216.8,999.7,23.5,23.6,329.5,28.4,10,,2014-07-10T04:54:35,2014-07-10T19:44:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
557,2014/7/11,Beijing,35.9,22,29.3,34.5,22,28.9,15.2,46.4,0,0,0,,,,,14.6,51.9,999.5,27,23.4,343.8,29.6,10,,2014-07-11T04:55:16,2014-07-11T19:44:13,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
558,2014/7/12,Beijing,34,25,29.4,32.3,25,28.6,11.8,35,0,0,0,,,,,18,52.8,1002.1,52.2,27.5,292.2,25.3,8,,2014-07-12T04:55:57,2014-07-12T19:43:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
559,2014/7/13,Beijing,36,21,28,34.8,21,27.5,14.2,45.9,16,100,4.17,rain,,,,39.6,359.5,1002,10.8,18.3,342.3,29.4,10,,2014-07-13T04:56:40,2014-07-13T19:43:17,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
560,2014/7/14,Beijing,36,20.8,28.8,35.8,20.8,28.7,16,50.1,0,0,0,,,,,21.6,49.1,1002.1,33.5,15,320.1,27.6,9,,2014-07-14T04:57:24,2014-07-14T19:42:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
561,2014/7/15,Beijing,32,23,28.1,32.4,23,28.5,17.2,52.4,0,0,0,,,,,25.4,186.4,1003.5,33.2,16.9,310.1,26.6,9,,2014-07-15T04:58:08,2014-07-15T19:42:14,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
562,2014/7/16,Beijing,31,22.4,25.9,34.5,22.4,26.8,21,75,10,100,8.33,rain,,,,18.3,111.8,1003.5,13.7,4.7,204.6,17.6,7,,2014-07-16T04:58:54,2014-07-16T19:41:40,0.63,Rain,Clear conditions throughout the day with rain.,precipitation,"ZBAA,54511099999"
563,2014/7/17,Beijing,29,22,25.7,31.4,22,26.8,21.3,77,3,100,4.17,rain,,,,14.4,100.1,1005.6,9.8,3.6,227.5,19.6,7,,2014-07-17T04:59:40,2014-07-17T19:41:04,0.66,Rain,Clear conditions throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
564,2014/7/18,Beijing,34,24.3,29.1,39.4,24.3,32,22.5,68.7,0,0,0,,,,,14.4,149.4,1006.8,9,4.8,284.5,24.3,8,,2014-07-18T05:00:27,2014-07-18T19:40:26,0.7,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
565,2014/7/19,Beijing,37,26,31.6,42.1,26,36.2,23.3,63.1,0,0,0,,,,,18,167.2,1007.9,19.1,8.8,303.7,26.2,9,,2014-07-19T05:01:15,2014-07-19T19:39:46,0.75,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
566,2014/7/20,Beijing,36,26.8,31.6,41.9,29.1,36.3,23.2,62.2,0,0,0,,,,,21.8,177.7,1004.8,37.9,8.8,301.6,26,9,,2014-07-20T05:02:04,2014-07-20T19:39:04,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
567,2014/7/21,Beijing,35,26,30.8,37.9,26,32.7,19.4,52.4,0,0,0,,,,39.6,32.4,346.6,1001.8,56.6,23,233.9,20.2,7,,2014-07-21T05:02:53,2014-07-21T19:38:21,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
568,2014/7/22,Beijing,29.6,27,28.1,29.6,27.5,28.4,16.1,48,0,0,0,,,,,21.6,331.5,1006.1,91.1,27.6,150.3,12.9,4,,2014-07-22T05:03:43,2014-07-22T19:37:35,0.83,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
569,2014/7/23,Beijing,32,23,27.8,31.3,23,27.9,16.6,52,0,0,0,,,,32.4,14.4,261.5,1003.8,85.3,17.1,193.8,16.9,7,,2014-07-23T05:04:34,2014-07-23T19:36:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
570,2014/7/24,Beijing,30,22.6,26,31.3,22.6,26.5,20,70.1,0,0,0,,,,,10.8,81.7,1005.2,29.9,9.1,186.4,16.1,5,,2014-07-24T05:05:25,2014-07-24T19:35:59,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
571,2014/7/25,Beijing,34,20,27.3,34.6,20,27.5,17.4,58.8,0,0,0,,,,,18,119.8,1005.6,11.3,10,310.9,26.6,9,,2014-07-25T05:06:17,2014-07-25T19:35:09,0.94,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
572,2014/7/26,Beijing,35,22,29,35.8,22,29.5,17.8,53.5,0,0,0,,,,32.4,21.6,187,1007.9,14.4,7.5,304.1,26.3,9,,2014-07-26T05:07:09,2014-07-26T19:34:17,0.97,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
573,2014/7/27,Beijing,36,23.7,29.3,36.8,23.7,30,17.6,50.6,0,0,0,,,,,21.6,178.8,1007.9,10.9,6.5,292.4,25.4,9,,2014-07-27T05:08:02,2014-07-27T19:33:23,0,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
574,2014/7/28,Beijing,36,24,29.8,36.8,24,30.9,19.7,57.4,0,0,0,,,,32.4,25.2,183.7,1003.9,12.9,5.8,288.5,24.9,9,,2014-07-28T05:08:55,2014-07-28T19:32:27,0.04,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
575,2014/7/29,Beijing,34.1,23.9,29.6,36.1,23.9,31.3,20.5,59.9,0,0,0,,,,,32.4,171.8,1002.9,17,5.1,272.2,23.6,8,,2014-07-29T05:09:49,2014-07-29T19:31:30,0.07,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
576,2014/7/30,Beijing,28,22.8,25,30.7,22.8,25.7,21.8,82.7,41.5,100,16.67,rain,,,,14.4,95.5,1005.3,60,3.2,211.2,18.2,8,,2014-07-30T05:10:43,2014-07-30T19:30:32,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
577,2014/7/31,Beijing,31,24,27.2,34.5,24,28.7,22.3,75.8,0,0,0,,,,,14.4,156.8,1006.8,9,3,291.1,25.3,9,,2014-07-31T05:11:37,2014-07-31T19:29:31,0.14,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
578,2014/8/1,Beijing,32,24,27.9,35.8,24,30,22.6,74,0,0,0,,,,,10.8,135.7,1006.2,9.2,3.7,247.2,21.4,8,,2014-08-01T05:12:32,2014-08-01T19:28:30,0.18,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
579,2014/8/2,Beijing,34,25,29.3,40.6,25,32.7,23.8,73.7,0,0,0,,,,,14.4,140.5,1003,11.2,4.9,250.6,21.7,8,,2014-08-02T05:13:27,2014-08-02T19:27:26,0.21,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
580,2014/8/3,Beijing,34.1,26,29.3,41,26,33.3,23.9,73.8,0.5,100,4.17,rain,,,,18,22.1,1000.8,24.4,4.5,220.2,19.2,7,,2014-08-03T05:14:22,2014-08-03T19:26:22,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
581,2014/8/4,Beijing,27.9,20.9,24.1,30,20.9,24.2,20.4,80.4,16.1,100,12.5,rain,,,39.6,21.6,23.6,1004,49.7,13.5,122.7,10.5,4,,2014-08-04T05:15:18,2014-08-04T19:25:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
582,2014/8/5,Beijing,31.5,19,25.1,31.3,19,25.4,18.2,68.3,0,0,0,,,,,12.5,297.8,1006.5,84.1,19.9,197.4,17,8,,2014-08-05T05:16:14,2014-08-05T19:24:08,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
583,2014/8/6,Beijing,34,22,27.8,32.7,22,27.5,16.7,57,0,0,0,,,,,18,44.4,1007.1,65.3,16.4,162.9,14,5,,2014-08-06T05:17:10,2014-08-06T19:22:59,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
584,2014/8/7,Beijing,33,20.9,26.9,32.6,20.9,26.8,16.8,57.8,0,0,0,,,,,14.4,134.1,1008.9,19.6,9.1,302.5,26.2,9,,2014-08-07T05:18:06,2014-08-07T19:21:49,0.38,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
585,2014/8/8,Beijing,32,20,26.6,31.4,20,26.6,16.7,57.4,0,0,0,,,,,18,162.1,1008.4,15.9,6.9,281.9,24.4,9,,2014-08-08T05:19:02,2014-08-08T19:20:37,0.41,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
586,2014/8/9,Beijing,31,20.8,26,31.9,20.8,26.2,17.7,62.9,0,0,0,,,,,25.2,149.6,1005.9,23.6,6.1,265,22.8,8,,2014-08-09T05:19:59,2014-08-09T19:19:25,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
587,2014/8/10,Beijing,33,19,26.2,33.2,19,26.5,18.1,64.3,4,100,4.17,rain,,,,18,200.1,1002.9,41.6,9.2,285.8,24.6,9,,2014-08-10T05:20:55,2014-08-10T19:18:10,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
588,2014/8/11,Beijing,34,21,28.2,32.5,21,27.6,14.4,47.9,0,0,0,,,,,18,13.9,1004.1,70.7,20.4,248.9,21.5,8,,2014-08-11T05:21:52,2014-08-11T19:16:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
589,2014/8/12,Beijing,33,20,26.9,31.7,20,26.6,13.6,46.6,0,0,0,,,,,14.4,51.5,1005.6,42.9,14,264.1,22.8,9,,2014-08-12T05:22:48,2014-08-12T19:15:39,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
590,2014/8/13,Beijing,23,18.5,20.4,23,18.5,20.4,18,86.3,20,100,12.5,rain,,,,21.6,35.2,1008.2,56.6,9.5,195.8,16.9,7,,2014-08-13T05:23:45,2014-08-13T19:14:21,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
591,2014/8/14,Beijing,30,17,23.6,30.8,17,23.8,16.8,68.4,0,0,0,,,,,21.6,195.1,1007.5,15.3,9.9,299.9,25.9,9,,2014-08-14T05:24:42,2014-08-14T19:13:02,0.61,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
592,2014/8/15,Beijing,32,18,24.6,31.3,18,24.5,17,67.1,0,0,0,,,,,12.7,109.4,1006.3,15.4,8.5,299,25.7,9,,2014-08-15T05:25:39,2014-08-15T19:11:42,0.65,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
